Scenario,Local Bounds,Quantum Bounds (NPA 2),PPT Bounds (Moroder 1),Inequality,Diff PPT-Local,Maximal Obtained,Exceeds Moroder Bound?,Alice POVM,Bob POVM
"(4, 4, 2, 2)",0.0,1.058671217140125,0.4082780861031725,"4 4 2 2 4 -2 -1 -3 2 -2 -2 3 1 -2 3 1 -4 0 0 -1 -6 0 -2 -3 
",0.4082780861031725,(1.4367326476789254e-07+1.2063019718322118e-17j),False,"[[array([[ 0.14375246+0.j        , -0.05852579+0.13311203j,
         0.09385296+0.02217158j],
       [-0.05852579-0.13311203j,  0.38767698+0.j        ,
         0.01887192-0.07167661j],
       [ 0.09385296-0.02217158j,  0.01887192+0.07167661j,
         0.07269285+0.j        ]]), array([[ 0.85624753+0.j        ,  0.05852579-0.13311203j,
        -0.09385296-0.02217158j],
       [ 0.05852579+0.13311203j,  0.61232301+0.j        ,
        -0.01887192+0.07167661j],
       [-0.09385296+0.02217158j, -0.01887192-0.07167661j,
         0.92730714+0.j        ]])], [array([[ 0.66949947+0.j        ,  0.08151076-0.05080924j,
        -0.249563  -0.01754681j],
       [ 0.08151076+0.05080924j,  0.56098132+0.j        ,
        -0.00360226+0.00124901j],
       [-0.249563  +0.01754681j, -0.00360226-0.00124901j,
         0.79695576+0.j        ]]), array([[ 0.33050052+0.j        , -0.08151076+0.05080924j,
         0.249563  +0.01754681j],
       [-0.08151076-0.05080924j,  0.43901867+0.j        ,
         0.00360226-0.00124901j],
       [ 0.249563  -0.01754681j,  0.00360226+0.00124901j,
         0.20304424+0.j        ]])], [array([[ 0.30061909+0.j        , -0.03692339+0.02701125j,
         0.23460236+0.01679595j],
       [-0.03692339-0.02701125j,  0.45645801+0.j        ,
         0.04099205+0.02218071j],
       [ 0.23460236-0.01679595j,  0.04099205-0.02218071j,
         0.19896889+0.j        ]]), array([[ 0.69938091+0.j        ,  0.03692339-0.02701125j,
        -0.23460236-0.01679595j],
       [ 0.03692339+0.02701125j,  0.54354198+0.j        ,
        -0.04099205-0.02218071j],
       [-0.23460236+0.01679595j, -0.04099205+0.02218071j,
         0.8010311 +0.j        ]])], [array([[ 0.24648327+0.j        , -0.04718601+0.06390901j,
         0.18556378+0.01840988j],
       [-0.04718601-0.06390901j,  0.47542679+0.j        ,
         0.03758507-0.00629018j],
       [ 0.18556378-0.01840988j,  0.03758507+0.00629018j,
         0.15602876+0.j        ]]), array([[ 0.75351672+0.j        ,  0.04718601-0.06390901j,
        -0.18556378-0.01840988j],
       [ 0.04718601+0.06390901j,  0.52457321+0.j        ,
        -0.03758507+0.00629018j],
       [-0.18556378+0.01840988j, -0.03758507-0.00629018j,
         0.84397124+0.j        ]])]]","[[array([[ 0.10503888+0.j        , -0.03725933+0.08824551j,
         0.0703232 +0.01538551j],
       [-0.03725933-0.08824551j,  0.56238442+0.j        ,
         0.06015018-0.01664526j],
       [ 0.0703232 -0.01538551j,  0.06015018+0.01664526j,
         0.06512765+0.j        ]]), array([[ 0.89496112+0.j        ,  0.03725933-0.08824551j,
        -0.0703232 -0.01538551j],
       [ 0.03725933+0.08824551j,  0.43761558+0.j        ,
        -0.06015018+0.01664526j],
       [-0.0703232 +0.01538551j, -0.06015018-0.01664526j,
         0.93487235+0.j        ]])], [array([[ 0.07340136+0.j        , -0.03082094+0.07658536j,
         0.04691102+0.0125357j ],
       [-0.03082094-0.07658536j,  0.46936852+0.j        ,
         0.05058469-0.01624916j],
       [ 0.04691102-0.0125357j ,  0.05058469+0.01624916j,
         0.0446396 +0.j        ]]), array([[ 0.92659864+0.j        ,  0.03082094-0.07658536j,
        -0.04691102-0.0125357j ],
       [ 0.03082094+0.07658536j,  0.53063148+0.j        ,
        -0.05058469+0.01624916j],
       [-0.04691102+0.0125357j , -0.05058469-0.01624916j,
         0.9553604 +0.j        ]])], [array([[ 0.09209149+0.j        , -0.03959504+0.09927489j,
         0.05839371+0.01611866j],
       [-0.03959504-0.09927489j,  0.42989979+0.j        ,
         0.03873662-0.03904276j],
       [ 0.05839371-0.01611866j,  0.03873662+0.03904276j,
         0.0500161 +0.j        ]]), array([[ 0.90790851+0.j        ,  0.03959504-0.09927489j,
        -0.05839371-0.01611866j],
       [ 0.03959504+0.09927489j,  0.57010021+0.j        ,
        -0.03873662+0.03904276j],
       [-0.05839371+0.01611866j, -0.03873662-0.03904276j,
         0.9499839 +0.j        ]])], [array([[ 0.0764512 +0.j        , -0.02785091+0.12044765j,
         0.04540451+0.01966531j],
       [-0.02785091-0.12044765j,  0.32295159+0.j        ,
         0.03313466-0.06629333j],
       [ 0.04540451-0.01966531j,  0.03313466+0.06629333j,
         0.03611479+0.j        ]]), array([[ 0.9235488 +0.j        ,  0.02785091-0.12044765j,
        -0.04540451-0.01966531j],
       [ 0.02785091+0.12044765j,  0.6770484 +0.j        ,
        -0.03313467+0.06629333j],
       [-0.04540451+0.01966531j, -0.03313467-0.06629333j,
         0.96388521+0.j        ]])]]"
